funcid,dim,milestone,error
1,30,1,6.362200e+09
1,30,2,5.983262e+09
1,30,3,5.965391e+09
1,30,5,5.965391e+09
1,30,10,4.611678e+09
1,30,20,2.847123e+08
1,30,30,2.379890e+07
1,30,40,1.407940e+07
1,30,50,1.069230e+07
1,30,60,6.547171e+06
1,30,70,3.798458e+06
1,30,80,4.315227e+05
1,30,90,4.433431e+04
1,30,100,1.125165e+04
1,30,1,7.146846e+09
1,30,2,6.810133e+09
1,30,3,6.783681e+09
1,30,5,6.783681e+09
1,30,10,3.514677e+09
1,30,20,3.074241e+08
1,30,30,4.922404e+07
1,30,40,4.694163e+07
1,30,50,2.263999e+07
1,30,60,7.978934e+06
1,30,70,5.303801e+06
1,30,80,9.257780e+05
1,30,90,3.734799e+05
1,30,100,3.112654e+04
1,30,1,4.080263e+09
1,30,2,3.155960e+09
1,30,3,3.123279e+09
1,30,5,3.123279e+09
1,30,10,1.076201e+09
1,30,20,2.911183e+08
1,30,30,2.115137e+07
1,30,40,1.189236e+07
1,30,50,1.045777e+07
1,30,60,2.445386e+06
1,30,70,2.146450e+06
1,30,80,1.916623e+06
1,30,90,6.470352e+05
1,30,100,2.084821e+05
1,30,1,1.423246e+09
1,30,2,1.004156e+09
1,30,3,9.867258e+08
1,30,5,9.867258e+08
1,30,10,4.974509e+08
1,30,20,1.948943e+08
1,30,30,2.563726e+07
1,30,40,2.128093e+07
1,30,50,1.487802e+07
1,30,60,4.322397e+06
1,30,70,3.958269e+06
1,30,80,1.494173e+06
1,30,90,1.243283e+06
1,30,100,2.812380e+04
1,30,1,3.724111e+09
1,30,2,3.021921e+09
1,30,3,3.004793e+09
1,30,5,3.004793e+09
1,30,10,1.990742e+09
1,30,20,3.077849e+08
1,30,30,1.334771e+08
1,30,40,6.706617e+07
1,30,50,2.169805e+07
1,30,60,1.537120e+07
1,30,70,3.715485e+06
1,30,80,6.237063e+05
1,30,90,2.258628e+05
1,30,100,6.637874e+04
1,30,1,1.612467e+09
1,30,2,1.450113e+09
1,30,3,1.445691e+09
1,30,5,1.445691e+09
1,30,10,9.609249e+08
1,30,20,1.989352e+08
1,30,30,3.430228e+07
1,30,40,3.063601e+07
1,30,50,6.435413e+06
1,30,60,4.259961e+06
1,30,70,2.853149e+06
1,30,80,4.249224e+05
1,30,90,6.314465e+04
1,30,100,2.351834e+04
1,30,1,1.500265e+10
1,30,2,1.412381e+10
1,30,3,1.411051e+10
1,30,5,1.411051e+10
1,30,10,1.936125e+09
1,30,20,5.163935e+08
1,30,30,3.889164e+07
1,30,40,1.271294e+07
1,30,50,7.062308e+06
1,30,60,2.328623e+06
1,30,70,1.582000e+06
1,30,80,1.567514e+06
1,30,90,1.228230e+06
1,30,100,6.883807e+05
1,30,1,5.890747e+09
1,30,2,5.038066e+09
1,30,3,4.975576e+09
1,30,5,4.975576e+09
1,30,10,1.988360e+09
1,30,20,5.573909e+08
1,30,30,1.243980e+08
1,30,40,3.856055e+07
1,30,50,1.636394e+07
1,30,60,9.323374e+06
1,30,70,4.388701e+06
1,30,80,3.922832e+06
1,30,90,2.066182e+06
1,30,100,1.177059e+06
1,30,1,7.493693e+09
1,30,2,7.032094e+09
1,30,3,6.925651e+09
1,30,5,6.925651e+09
1,30,10,2.276959e+09
1,30,20,3.366725e+08
1,30,30,5.239016e+07
1,30,40,1.740184e+07
1,30,50,1.665678e+07
1,30,60,3.054500e+06
1,30,70,2.037753e+06
1,30,80,1.956689e+06
1,30,90,4.090163e+04
1,30,100,2.039453e+04
1,30,1,7.662240e+09
1,30,2,7.511515e+09
1,30,3,7.499974e+09
1,30,5,7.499974e+09
1,30,10,1.784819e+09
1,30,20,5.046617e+08
1,30,30,2.549960e+07
1,30,40,1.953188e+07
1,30,50,1.671179e+07
1,30,60,1.226549e+07
1,30,70,5.066475e+06
1,30,80,3.659752e+06
1,30,90,2.748436e+06
1,30,100,2.065715e+06
