funcid,dim,milestone,error
24,10,1,4.261743e+02
24,10,2,4.261743e+02
24,10,3,4.261743e+02
24,10,5,4.261743e+02
24,10,10,4.159320e+02
24,10,20,3.815644e+02
24,10,30,3.815644e+02
24,10,40,3.815644e+02
24,10,50,3.815644e+02
24,10,60,3.800985e+02
24,10,70,3.800985e+02
24,10,80,3.800985e+02
24,10,90,3.800985e+02
24,10,100,3.767784e+02
24,10,1,4.967871e+02
24,10,2,4.750531e+02
24,10,3,4.750531e+02
24,10,5,3.923529e+02
24,10,10,3.923529e+02
24,10,20,3.762782e+02
24,10,30,3.745623e+02
24,10,40,3.745623e+02
24,10,50,3.745623e+02
24,10,60,3.745623e+02
24,10,70,3.745623e+02
24,10,80,3.700520e+02
24,10,90,3.700520e+02
24,10,100,3.700520e+02
24,10,1,4.321137e+02
24,10,2,4.096095e+02
24,10,3,4.096095e+02
24,10,5,4.096095e+02
24,10,10,4.040617e+02
24,10,20,3.655870e+02
24,10,30,3.655870e+02
24,10,40,3.655870e+02
24,10,50,3.655870e+02
24,10,60,3.655870e+02
24,10,70,3.655870e+02
24,10,80,3.655870e+02
24,10,90,3.655870e+02
24,10,100,3.655870e+02
24,10,1,4.490072e+02
24,10,2,4.389671e+02
24,10,3,4.246477e+02
24,10,5,4.246477e+02
24,10,10,4.176854e+02
24,10,20,4.176854e+02
24,10,30,4.012689e+02
24,10,40,3.904702e+02
24,10,50,3.904702e+02
24,10,60,3.881444e+02
24,10,70,3.881444e+02
24,10,80,3.659811e+02
24,10,90,3.595692e+02
24,10,100,3.595692e+02
24,10,1,4.561661e+02
24,10,2,2.784956e+02
24,10,3,2.784956e+02
24,10,5,2.784956e+02
24,10,10,2.784956e+02
24,10,20,2.784956e+02
24,10,30,2.784956e+02
24,10,40,2.645858e+02
24,10,50,2.645858e+02
24,10,60,2.645858e+02
24,10,70,2.506865e+02
24,10,80,2.506865e+02
24,10,90,2.506865e+02
24,10,100,2.506865e+02
24,10,1,4.839842e+02
24,10,2,4.814261e+02
24,10,3,4.814261e+02
24,10,5,4.814261e+02
24,10,10,3.356326e+02
24,10,20,3.063731e+02
24,10,30,3.063731e+02
24,10,40,2.941616e+02
24,10,50,2.654779e+02
24,10,60,2.622078e+02
24,10,70,2.528149e+02
24,10,80,2.326081e+02
24,10,90,2.076315e+02
24,10,100,2.076315e+02
24,10,1,6.031257e+02
24,10,2,4.088167e+02
24,10,3,3.331817e+02
24,10,5,2.914267e+02
24,10,10,2.914267e+02
24,10,20,2.278317e+02
24,10,30,2.278317e+02
24,10,40,2.186039e+02
24,10,50,2.172228e+02
24,10,60,2.172228e+02
24,10,70,2.164001e+02
24,10,80,2.136837e+02
24,10,90,2.136837e+02
24,10,100,2.136837e+02
24,10,1,4.561479e+02
24,10,2,4.507070e+02
24,10,3,4.507070e+02
24,10,5,4.507070e+02
24,10,10,4.143025e+02
24,10,20,3.936168e+02
24,10,30,3.936168e+02
24,10,40,3.795364e+02
24,10,50,3.795364e+02
24,10,60,3.795364e+02
24,10,70,3.795364e+02
24,10,80,3.722309e+02
24,10,90,3.722309e+02
24,10,100,3.722309e+02
24,10,1,5.248145e+02
24,10,2,3.566576e+02
24,10,3,3.478410e+02
24,10,5,3.478410e+02
24,10,10,3.478410e+02
24,10,20,3.174539e+02
24,10,30,3.174539e+02
24,10,40,2.999893e+02
24,10,50,2.999893e+02
24,10,60,2.999893e+02
24,10,70,2.969354e+02
24,10,80,2.968158e+02
24,10,90,2.968158e+02
24,10,100,2.968158e+02
24,10,1,5.040972e+02
24,10,2,2.648032e+02
24,10,3,2.648032e+02
24,10,5,2.648032e+02
24,10,10,2.648032e+02
24,10,20,2.491140e+02
24,10,30,2.491140e+02
24,10,40,2.491140e+02
24,10,50,2.491140e+02
24,10,60,2.491140e+02
24,10,70,2.491140e+02
24,10,80,2.491140e+02
24,10,90,2.491140e+02
24,10,100,2.491140e+02
