funcid,dim,milestone,error
24,30,1,8.118541e+02
24,30,2,7.975429e+02
24,30,3,7.860310e+02
24,30,5,7.860310e+02
24,30,10,7.717886e+02
24,30,20,7.521929e+02
24,30,30,7.429816e+02
24,30,40,7.327154e+02
24,30,50,7.220516e+02
24,30,60,7.153577e+02
24,30,70,7.132030e+02
24,30,80,7.131596e+02
24,30,90,7.131430e+02
24,30,100,7.104897e+02
24,30,1,5.600042e+02
24,30,2,5.404013e+02
24,30,3,5.392796e+02
24,30,5,5.392796e+02
24,30,10,5.026074e+02
24,30,20,4.886841e+02
24,30,30,4.822070e+02
24,30,40,4.799232e+02
24,30,50,4.794648e+02
24,30,60,4.794642e+02
24,30,70,4.793647e+02
24,30,80,4.787272e+02
24,30,90,4.787272e+02
24,30,100,4.787174e+02
24,30,1,7.496950e+02
24,30,2,7.311924e+02
24,30,3,7.249350e+02
24,30,5,7.249350e+02
24,30,10,7.155175e+02
24,30,20,7.154129e+02
24,30,30,6.942351e+02
24,30,40,6.937568e+02
24,30,50,6.937558e+02
24,30,60,6.937457e+02
24,30,70,6.937433e+02
24,30,80,6.936422e+02
24,30,90,6.936422e+02
24,30,100,6.936421e+02
24,30,1,6.925303e+02
24,30,2,6.630173e+02
24,30,3,6.604046e+02
24,30,5,6.604046e+02
24,30,10,6.471523e+02
24,30,20,6.464628e+02
24,30,30,5.952658e+02
24,30,40,5.948442e+02
24,30,50,5.947029e+02
24,30,60,5.945965e+02
24,30,70,5.945961e+02
24,30,80,5.945961e+02
24,30,90,5.945949e+02
24,30,100,5.945947e+02
24,30,1,7.390392e+02
24,30,2,7.360626e+02
24,30,3,7.346590e+02
24,30,5,7.346590e+02
24,30,10,7.120175e+02
24,30,20,6.676321e+02
24,30,30,6.660084e+02
24,30,40,6.552656e+02
24,30,50,6.551829e+02
24,30,60,6.537183e+02
24,30,70,6.535857e+02
24,30,80,6.535654e+02
24,30,90,6.530439e+02
24,30,100,6.530210e+02
24,30,1,6.907960e+02
24,30,2,6.682673e+02
24,30,3,6.647527e+02
24,30,5,6.647527e+02
24,30,10,6.536193e+02
24,30,20,6.343115e+02
24,30,30,6.174501e+02
24,30,40,6.036312e+02
24,30,50,6.031144e+02
24,30,60,6.031105e+02
24,30,70,5.997458e+02
24,30,80,5.952585e+02
24,30,90,5.952556e+02
24,30,100,5.952547e+02
24,30,1,7.348396e+02
24,30,2,6.956720e+02
24,30,3,6.849696e+02
24,30,5,6.849696e+02
24,30,10,6.650529e+02
24,30,20,6.632686e+02
24,30,30,6.601309e+02
24,30,40,6.465751e+02
24,30,50,6.462833e+02
24,30,60,6.404839e+02
24,30,70,6.404812e+02
24,30,80,6.404743e+02
24,30,90,6.404405e+02
24,30,100,6.404175e+02
24,30,1,6.539326e+02
24,30,2,6.321358e+02
24,30,3,6.269366e+02
24,30,5,6.269366e+02
24,30,10,6.167569e+02
24,30,20,6.076124e+02
24,30,30,6.074843e+02
24,30,40,6.052028e+02
24,30,50,6.051997e+02
24,30,60,6.051990e+02
24,30,70,6.051989e+02
24,30,80,6.051982e+02
24,30,90,6.051982e+02
24,30,100,6.051826e+02
24,30,1,6.845917e+02
24,30,2,6.384410e+02
24,30,3,6.380614e+02
24,30,5,6.380614e+02
24,30,10,6.188619e+02
24,30,20,6.175829e+02
24,30,30,6.157150e+02
24,30,40,6.119417e+02
24,30,50,6.115026e+02
24,30,60,6.103591e+02
24,30,70,6.079098e+02
24,30,80,6.074907e+02
24,30,90,6.074178e+02
24,30,100,6.074092e+02
24,30,1,7.724676e+02
24,30,2,7.476387e+02
24,30,3,7.474053e+02
24,30,5,7.474053e+02
24,30,10,7.364243e+02
24,30,20,7.237833e+02
24,30,30,7.218217e+02
24,30,40,7.092236e+02
24,30,50,6.896627e+02
24,30,60,6.895812e+02
24,30,70,6.895332e+02
24,30,80,6.894504e+02
24,30,90,6.894417e+02
24,30,100,6.894399e+02
