funcid,dim,milestone,error
25,30,1,1.713267e+03
25,30,2,1.349132e+03
25,30,3,1.347249e+03
25,30,5,1.347249e+03
25,30,10,6.826913e+02
25,30,20,6.332479e+02
25,30,30,5.687685e+02
25,30,40,5.579299e+02
25,30,50,5.500728e+02
25,30,60,5.397825e+02
25,30,70,5.383840e+02
25,30,80,5.248618e+02
25,30,90,5.058439e+02
25,30,100,4.878979e+02
25,30,1,1.210840e+03
25,30,2,1.129625e+03
25,30,3,1.124968e+03
25,30,5,1.124968e+03
25,30,10,7.779375e+02
25,30,20,6.109299e+02
25,30,30,5.119593e+02
25,30,40,4.825594e+02
25,30,50,4.780393e+02
25,30,60,4.743490e+02
25,30,70,4.656198e+02
25,30,80,4.644358e+02
25,30,90,4.631208e+02
25,30,100,4.624319e+02
25,30,1,1.313028e+03
25,30,2,1.255411e+03
25,30,3,1.254544e+03
25,30,5,1.254544e+03
25,30,10,6.253815e+02
25,30,20,5.711250e+02
25,30,30,5.085273e+02
25,30,40,4.962346e+02
25,30,50,4.934673e+02
25,30,60,4.821209e+02
25,30,70,4.815108e+02
25,30,80,4.645785e+02
25,30,90,4.573369e+02
25,30,100,4.505317e+02
25,30,1,1.745259e+03
25,30,2,1.436950e+03
25,30,3,1.429815e+03
25,30,5,1.429815e+03
25,30,10,8.155838e+02
25,30,20,6.068500e+02
25,30,30,5.106299e+02
25,30,40,5.101959e+02
25,30,50,5.030562e+02
25,30,60,4.766888e+02
25,30,70,4.522557e+02
25,30,80,4.201091e+02
25,30,90,4.124467e+02
25,30,100,4.089992e+02
25,30,1,9.050588e+02
25,30,2,7.281556e+02
25,30,3,7.166549e+02
25,30,5,7.166549e+02
25,30,10,7.035005e+02
25,30,20,5.916736e+02
25,30,30,5.852870e+02
25,30,40,5.197790e+02
25,30,50,5.123253e+02
25,30,60,4.840072e+02
25,30,70,4.805765e+02
25,30,80,4.765041e+02
25,30,90,4.724410e+02
25,30,100,4.681389e+02
25,30,1,2.156246e+03
25,30,2,2.133736e+03
25,30,3,2.130726e+03
25,30,5,2.130726e+03
25,30,10,5.748454e+02
25,30,20,5.148374e+02
25,30,30,4.764541e+02
25,30,40,4.640546e+02
25,30,50,4.614173e+02
25,30,60,4.554600e+02
25,30,70,4.531887e+02
25,30,80,4.521456e+02
25,30,90,4.492324e+02
25,30,100,4.448770e+02
25,30,1,1.830464e+03
25,30,2,1.749276e+03
25,30,3,1.748906e+03
25,30,5,1.512935e+03
25,30,10,6.121624e+02
25,30,20,5.545434e+02
25,30,30,5.160821e+02
25,30,40,4.977576e+02
25,30,50,4.888300e+02
25,30,60,4.705356e+02
25,30,70,4.688779e+02
25,30,80,4.640089e+02
25,30,90,4.572925e+02
25,30,100,4.540045e+02
25,30,1,1.128536e+03
25,30,2,1.113420e+03
25,30,3,1.110665e+03
25,30,5,1.110665e+03
25,30,10,7.378579e+02
25,30,20,5.584557e+02
25,30,30,5.069465e+02
25,30,40,4.914628e+02
25,30,50,4.888269e+02
25,30,60,4.743520e+02
25,30,70,4.735267e+02
25,30,80,4.712499e+02
25,30,90,4.650886e+02
25,30,100,4.615786e+02
25,30,1,1.269616e+03
25,30,2,1.042650e+03
25,30,3,1.026837e+03
25,30,5,1.026837e+03
25,30,10,6.357411e+02
25,30,20,5.247921e+02
25,30,30,4.870290e+02
25,30,40,4.832143e+02
25,30,50,4.799302e+02
25,30,60,4.711150e+02
25,30,70,4.643381e+02
25,30,80,4.628271e+02
25,30,90,4.605311e+02
25,30,100,4.604975e+02
25,30,1,9.600445e+02
25,30,2,9.318968e+02
25,30,3,9.296615e+02
25,30,5,9.296615e+02
25,30,10,6.852761e+02
25,30,20,5.767421e+02
25,30,30,5.382247e+02
25,30,40,5.172708e+02
25,30,50,5.072841e+02
25,30,60,4.760434e+02
25,30,70,4.662722e+02
25,30,80,4.562673e+02
25,30,90,4.228661e+02
25,30,100,4.201716e+02
