funcid,dim,milestone,error
18,10,1,2.596898e+05
18,10,2,7.982500e+03
18,10,3,7.981976e+03
18,10,5,7.981976e+03
18,10,10,7.588145e+03
18,10,20,7.586723e+03
18,10,30,7.586437e+03
18,10,40,7.581722e+03
18,10,50,7.581689e+03
18,10,60,7.581689e+03
18,10,70,7.581689e+03
18,10,80,7.581689e+03
18,10,90,7.581208e+03
18,10,100,7.581208e+03
18,10,1,1.074564e+06
18,10,2,3.973676e+04
18,10,3,3.973668e+04
18,10,5,3.973668e+04
18,10,10,3.972367e+04
18,10,20,3.405991e+03
18,10,30,2.448302e+03
18,10,40,2.440098e+03
18,10,50,2.436563e+03
18,10,60,2.434633e+03
18,10,70,2.434333e+03
18,10,80,2.431623e+03
18,10,90,2.431623e+03
18,10,100,2.431623e+03
18,10,1,6.224683e+03
18,10,2,6.050024e+03
18,10,3,6.050018e+03
18,10,5,6.050018e+03
18,10,10,5.696305e+03
18,10,20,3.847716e+03
18,10,30,3.847043e+03
18,10,40,3.845075e+03
18,10,50,3.845075e+03
18,10,60,3.845075e+03
18,10,70,3.841197e+03
18,10,80,3.841197e+03
18,10,90,3.841197e+03
18,10,100,3.841197e+03
18,10,1,2.651256e+04
18,10,2,2.650898e+04
18,10,3,2.617947e+04
18,10,5,2.617947e+04
18,10,10,1.323734e+04
18,10,20,1.323734e+04
18,10,30,1.141649e+04
18,10,40,3.093661e+02
18,10,50,3.078778e+02
18,10,60,3.078523e+02
18,10,70,3.022338e+02
18,10,80,2.925551e+02
18,10,90,2.913118e+02
18,10,100,2.912252e+02
18,10,1,1.683982e+04
18,10,2,1.683764e+04
18,10,3,1.683675e+04
18,10,5,2.967441e+03
18,10,10,2.967441e+03
18,10,20,2.813491e+03
18,10,30,2.801196e+03
18,10,40,4.988193e+02
18,10,50,4.957426e+02
18,10,60,4.932482e+02
18,10,70,2.048796e+02
18,10,80,2.048785e+02
18,10,90,2.032861e+02
18,10,100,1.986615e+02
18,10,1,1.270575e+04
18,10,2,1.268774e+04
18,10,3,1.268445e+04
18,10,5,1.268445e+04
18,10,10,1.268324e+04
18,10,20,1.267405e+04
18,10,30,1.266350e+04
18,10,40,1.266350e+04
18,10,50,3.711347e+03
18,10,60,8.141620e+02
18,10,70,7.907384e+02
18,10,80,7.784537e+02
18,10,90,7.719560e+02
18,10,100,7.679175e+02
18,10,1,1.988964e+04
18,10,2,1.988844e+04
18,10,3,1.988729e+04
18,10,5,1.988729e+04
18,10,10,1.988696e+04
18,10,20,2.084088e+03
18,10,30,2.068985e+03
18,10,40,2.059344e+03
18,10,50,2.056219e+03
18,10,60,2.050786e+03
18,10,70,2.049516e+03
18,10,80,2.048053e+03
18,10,90,2.047848e+03
18,10,100,2.047822e+03
18,10,1,2.934726e+03
18,10,2,2.934725e+03
18,10,3,2.934659e+03
18,10,5,2.934659e+03
18,10,10,2.931065e+03
18,10,20,2.916996e+03
18,10,30,2.916437e+03
18,10,40,2.915418e+03
18,10,50,5.180292e+02
18,10,60,5.028925e+02
18,10,70,4.853398e+02
18,10,80,4.720433e+02
18,10,90,4.713332e+02
18,10,100,4.713332e+02
18,10,1,2.357359e+04
18,10,2,2.356417e+04
18,10,3,2.356268e+04
18,10,5,7.736767e+03
18,10,10,7.736767e+03
18,10,20,7.699356e+03
18,10,30,7.695599e+03
18,10,40,7.693674e+03
18,10,50,7.685903e+03
18,10,60,7.680511e+03
18,10,70,7.678913e+03
18,10,80,7.677008e+03
18,10,90,7.676996e+03
18,10,100,7.676996e+03
18,10,1,1.896433e+04
18,10,2,1.895787e+04
18,10,3,1.895760e+04
18,10,5,1.895760e+04
18,10,10,1.894594e+04
18,10,20,5.257379e+03
18,10,30,5.246710e+03
18,10,40,5.240278e+03
18,10,50,5.231855e+03
18,10,60,5.231006e+03
18,10,70,5.230904e+03
18,10,80,5.230892e+03
18,10,90,5.230892e+03
18,10,100,5.230854e+03
