funcid,dim,milestone,error
14,30,1,2.965794e+06
14,30,2,2.965788e+06
14,30,3,2.965698e+06
14,30,5,2.965698e+06
14,30,10,2.920864e+06
14,30,20,2.920162e+06
14,30,30,2.717210e+06
14,30,40,2.717106e+06
14,30,50,2.362017e+06
14,30,60,1.679807e+06
14,30,70,1.089894e+06
14,30,80,3.479411e+05
14,30,90,2.287824e+05
14,30,100,2.080136e+05
14,30,1,2.386517e+07
14,30,2,2.370231e+07
14,30,3,2.364993e+07
14,30,5,2.364993e+07
14,30,10,1.288758e+05
14,30,20,1.288566e+05
14,30,30,1.240360e+05
14,30,40,1.240356e+05
14,30,50,9.681497e+04
14,30,60,9.681379e+04
14,30,70,9.681379e+04
14,30,80,9.671883e+04
14,30,90,9.671883e+04
14,30,100,9.671883e+04
14,30,1,4.823005e+06
14,30,2,4.421280e+06
14,30,3,4.055059e+06
14,30,5,3.697294e+06
14,30,10,2.208676e+06
14,30,20,2.208675e+06
14,30,30,1.711765e+06
14,30,40,1.612312e+06
14,30,50,1.612307e+06
14,30,60,1.428541e+06
14,30,70,1.428539e+06
14,30,80,1.428539e+06
14,30,90,1.276349e+06
14,30,100,1.259383e+06
14,30,1,2.468627e+06
14,30,2,2.435637e+06
14,30,3,1.596800e+06
14,30,5,1.596800e+06
14,30,10,1.157309e+06
14,30,20,6.886215e+05
14,30,30,6.374674e+05
14,30,40,5.019805e+05
14,30,50,3.963820e+05
14,30,60,3.479447e+05
14,30,70,2.919392e+05
14,30,80,2.842755e+05
14,30,90,2.756782e+05
14,30,100,2.701989e+05
14,30,1,1.350642e+06
14,30,2,1.055771e+06
14,30,3,1.047696e+06
14,30,5,1.047696e+06
14,30,10,1.046581e+06
14,30,20,1.046579e+06
14,30,30,9.496797e+05
14,30,40,7.271873e+05
14,30,50,7.185474e+05
14,30,60,6.438837e+05
14,30,70,6.011360e+05
14,30,80,5.859079e+05
14,30,90,5.311511e+05
14,30,100,5.026869e+05
14,30,1,5.480417e+05
14,30,2,4.873395e+05
14,30,3,4.873341e+05
14,30,5,4.873341e+05
14,30,10,4.841057e+05
14,30,20,4.838735e+05
14,30,30,4.837889e+05
14,30,40,4.837185e+05
14,30,50,4.818254e+05
14,30,60,4.499428e+05
14,30,70,4.189953e+05
14,30,80,3.066668e+05
14,30,90,2.509962e+05
14,30,100,2.368481e+05
14,30,1,3.339817e+06
14,30,2,3.326046e+06
14,30,3,3.319915e+06
14,30,5,3.319915e+06
14,30,10,4.867237e+05
14,30,20,4.628675e+05
14,30,30,4.628286e+05
14,30,40,4.628271e+05
14,30,50,4.628258e+05
14,30,60,4.628176e+05
14,30,70,4.628176e+05
14,30,80,2.323019e+05
14,30,90,1.692206e+05
14,30,100,1.524555e+05
14,30,1,3.113199e+06
14,30,2,2.718826e+06
14,30,3,1.955508e+06
14,30,5,1.955508e+06
14,30,10,6.617169e+05
14,30,20,4.007723e+05
14,30,30,2.004466e+05
14,30,40,1.520061e+05
14,30,50,1.346320e+05
14,30,60,1.107604e+05
14,30,70,1.006024e+05
14,30,80,9.351367e+04
14,30,90,8.614024e+04
14,30,100,8.313200e+04
14,30,1,5.641302e+06
14,30,2,5.610365e+06
14,30,3,2.348405e+06
14,30,5,1.874340e+06
14,30,10,1.874340e+06
14,30,20,1.567579e+06
14,30,30,1.490238e+06
14,30,40,1.456063e+06
14,30,50,1.452937e+06
14,30,60,1.405433e+06
14,30,70,1.401070e+06
14,30,80,1.386204e+06
14,30,90,1.376159e+06
14,30,100,1.363768e+06
14,30,1,2.639469e+06
14,30,2,2.627059e+06
14,30,3,2.627058e+06
14,30,5,2.627058e+06
14,30,10,2.626054e+06
14,30,20,2.626054e+06
14,30,30,2.626053e+06
14,30,40,2.626048e+06
14,30,50,2.220321e+06
14,30,60,2.219788e+06
14,30,70,2.218486e+06
14,30,80,2.218486e+06
14,30,90,2.218479e+06
14,30,100,2.217985e+06
