funcid,dim,milestone,error
16,10,1,6.863678e+02
16,10,2,6.755389e+02
16,10,3,6.711689e+02
16,10,5,6.711689e+02
16,10,10,4.636701e+02
16,10,20,3.770713e+02
16,10,30,3.768566e+02
16,10,40,3.768564e+02
16,10,50,3.767384e+02
16,10,60,3.767384e+02
16,10,70,3.767384e+02
16,10,80,3.767384e+02
16,10,90,3.767212e+02
16,10,100,3.766626e+02
16,10,1,2.667921e+02
16,10,2,2.518236e+02
16,10,3,2.501375e+02
16,10,5,2.501375e+02
16,10,10,2.496185e+02
16,10,20,2.494149e+02
16,10,30,2.469972e+02
16,10,40,2.459694e+02
16,10,50,2.459649e+02
16,10,60,2.459649e+02
16,10,70,2.459220e+02
16,10,80,2.457894e+02
16,10,90,2.457558e+02
16,10,100,2.457558e+02
16,10,1,3.373784e+02
16,10,2,1.639818e+02
16,10,3,1.620763e+02
16,10,5,1.620763e+02
16,10,10,1.330298e+02
16,10,20,1.293014e+02
16,10,30,1.282224e+02
16,10,40,1.248214e+02
16,10,50,1.236964e+02
16,10,60,1.236964e+02
16,10,70,1.236930e+02
16,10,80,1.236906e+02
16,10,90,1.236901e+02
16,10,100,1.236893e+02
16,10,1,6.061217e+02
16,10,2,6.043008e+02
16,10,3,5.901425e+02
16,10,5,5.195003e+02
16,10,10,5.188629e+02
16,10,20,4.081542e+02
16,10,30,4.080200e+02
16,10,40,4.078642e+02
16,10,50,4.078638e+02
16,10,60,4.078637e+02
16,10,70,4.078635e+02
16,10,80,4.078196e+02
16,10,90,4.077856e+02
16,10,100,4.077843e+02
16,10,1,5.050658e+02
16,10,2,4.871969e+02
16,10,3,4.870478e+02
16,10,5,4.097936e+02
16,10,10,1.445047e+02
16,10,20,1.393279e+02
16,10,30,1.392617e+02
16,10,40,1.387393e+02
16,10,50,1.386316e+02
16,10,60,1.386309e+02
16,10,70,1.386309e+02
16,10,80,1.386301e+02
16,10,90,1.386301e+02
16,10,100,1.386301e+02
16,10,1,6.936246e+02
16,10,2,4.355145e+02
16,10,3,3.774646e+02
16,10,5,3.774646e+02
16,10,10,3.220042e+02
16,10,20,2.804581e+02
16,10,30,2.465401e+02
16,10,40,2.421697e+02
16,10,50,2.413642e+02
16,10,60,2.413152e+02
16,10,70,2.412541e+02
16,10,80,2.412522e+02
16,10,90,2.412406e+02
16,10,100,2.406330e+02
16,10,1,1.750161e+02
16,10,2,1.749175e+02
16,10,3,1.749053e+02
16,10,5,1.749053e+02
16,10,10,1.435880e+02
16,10,20,1.382777e+02
16,10,30,1.318819e+02
16,10,40,1.254564e+02
16,10,50,1.245478e+02
16,10,60,1.245472e+02
16,10,70,1.245458e+02
16,10,80,1.245458e+02
16,10,90,1.245446e+02
16,10,100,1.245445e+02
16,10,1,6.229516e+02
16,10,2,5.040911e+02
16,10,3,5.027335e+02
16,10,5,5.027335e+02
16,10,10,1.836629e+02
16,10,20,1.223524e+02
16,10,30,1.223267e+02
16,10,40,1.220097e+02
16,10,50,1.220097e+02
16,10,60,1.219742e+02
16,10,70,1.219143e+02
16,10,80,1.219143e+02
16,10,90,1.219143e+02
16,10,100,1.217685e+02
16,10,1,5.180027e+02
16,10,2,5.147186e+02
16,10,3,4.322346e+02
16,10,5,4.135427e+02
16,10,10,1.263516e+02
16,10,20,1.248958e+02
16,10,30,1.245151e+02
16,10,40,1.245148e+02
16,10,50,1.245146e+02
16,10,60,1.245145e+02
16,10,70,1.244549e+02
16,10,80,1.244041e+02
16,10,90,1.244041e+02
16,10,100,1.244041e+02
16,10,1,4.205586e+02
16,10,2,3.267708e+02
16,10,3,3.133879e+02
16,10,5,3.133879e+02
16,10,10,1.865000e+02
16,10,20,1.481482e+02
16,10,30,1.479038e+02
16,10,40,1.479032e+02
16,10,50,1.478306e+02
16,10,60,1.476797e+02
16,10,70,1.475691e+02
16,10,80,1.475691e+02
16,10,90,1.474014e+02
16,10,100,1.473189e+02
