funcid,dim,milestone,error
10,30,1,4.681937e+03
10,30,2,3.980432e+03
10,30,3,3.922523e+03
10,30,5,3.922523e+03
10,30,10,3.530591e+03
10,30,20,3.526675e+03
10,30,30,3.299417e+03
10,30,40,3.297947e+03
10,30,50,3.207943e+03
10,30,60,3.198172e+03
10,30,70,3.189939e+03
10,30,80,3.189933e+03
10,30,90,3.189849e+03
10,30,100,3.185695e+03
10,30,1,5.824650e+03
10,30,2,5.743212e+03
10,30,3,5.729115e+03
10,30,5,5.729115e+03
10,30,10,5.115605e+03
10,30,20,4.113515e+03
10,30,30,4.113515e+03
10,30,40,4.113515e+03
10,30,50,4.113515e+03
10,30,60,4.113515e+03
10,30,70,4.113515e+03
10,30,80,4.113515e+03
10,30,90,4.113515e+03
10,30,100,4.113515e+03
10,30,1,3.845325e+03
10,30,2,3.502276e+03
10,30,3,3.436131e+03
10,30,5,3.436131e+03
10,30,10,3.292287e+03
10,30,20,3.234834e+03
10,30,30,3.193386e+03
10,30,40,3.169621e+03
10,30,50,3.158586e+03
10,30,60,3.147458e+03
10,30,70,3.127814e+03
10,30,80,3.127702e+03
10,30,90,3.111935e+03
10,30,100,3.111815e+03
10,30,1,5.156215e+03
10,30,2,4.698891e+03
10,30,3,4.632442e+03
10,30,5,4.632442e+03
10,30,10,4.440169e+03
10,30,20,3.289513e+03
10,30,30,3.147875e+03
10,30,40,3.126200e+03
10,30,50,3.126200e+03
10,30,60,3.126200e+03
10,30,70,3.126200e+03
10,30,80,3.126200e+03
10,30,90,3.126200e+03
10,30,100,3.126200e+03
10,30,1,5.089578e+03
10,30,2,4.719301e+03
10,30,3,4.688082e+03
10,30,5,4.688082e+03
10,30,10,3.360137e+03
10,30,20,2.284278e+03
10,30,30,2.284278e+03
10,30,40,2.284278e+03
10,30,50,2.284278e+03
10,30,60,2.284278e+03
10,30,70,2.284278e+03
10,30,80,2.284278e+03
10,30,90,2.284278e+03
10,30,100,2.284278e+03
10,30,1,5.493275e+03
10,30,2,5.078216e+03
10,30,3,5.002375e+03
10,30,5,5.002375e+03
10,30,10,3.584863e+03
10,30,20,1.892895e+03
10,30,30,1.660369e+03
10,30,40,1.657645e+03
10,30,50,1.657410e+03
10,30,60,1.652957e+03
10,30,70,1.652678e+03
10,30,80,1.651176e+03
10,30,90,1.650058e+03
10,30,100,1.648005e+03
10,30,1,4.934285e+03
10,30,2,4.697427e+03
10,30,3,4.677678e+03
10,30,5,3.881238e+03
10,30,10,3.878610e+03
10,30,20,3.481671e+03
10,30,30,3.292029e+03
10,30,40,3.285421e+03
10,30,50,3.284987e+03
10,30,60,3.284655e+03
10,30,70,3.284643e+03
10,30,80,3.282363e+03
10,30,90,3.282244e+03
10,30,100,3.281892e+03
10,30,1,5.366187e+03
10,30,2,4.647644e+03
10,30,3,4.442511e+03
10,30,5,4.442511e+03
10,30,10,4.016424e+03
10,30,20,3.664090e+03
10,30,30,3.408322e+03
10,30,40,3.276736e+03
10,30,50,3.263909e+03
10,30,60,3.254301e+03
10,30,70,3.249656e+03
10,30,80,3.229086e+03
10,30,90,3.228683e+03
10,30,100,3.208389e+03
10,30,1,5.014952e+03
10,30,2,4.453765e+03
10,30,3,4.343644e+03
10,30,5,4.343644e+03
10,30,10,4.278429e+03
10,30,20,3.856650e+03
10,30,30,3.810053e+03
10,30,40,3.743730e+03
10,30,50,3.701339e+03
10,30,60,3.685592e+03
10,30,70,3.657865e+03
10,30,80,3.653315e+03
10,30,90,3.614884e+03
10,30,100,3.608103e+03
10,30,1,4.613009e+03
10,30,2,4.394072e+03
10,30,3,4.331965e+03
10,30,5,4.331965e+03
10,30,10,4.153986e+03
10,30,20,3.599234e+03
10,30,30,3.328379e+03
10,30,40,3.272638e+03
10,30,50,3.214085e+03
10,30,60,3.194895e+03
10,30,70,3.181438e+03
10,30,80,3.179381e+03
10,30,90,3.179225e+03
10,30,100,3.179153e+03
