funcid,dim,milestone,error
10,10,1,1.434560e+03
10,10,2,1.405815e+03
10,10,3,1.375913e+03
10,10,5,1.375913e+03
10,10,10,8.573926e+02
10,10,20,8.196551e+02
10,10,30,7.870310e+02
10,10,40,7.799941e+02
10,10,50,7.658636e+02
10,10,60,7.651565e+02
10,10,70,7.651526e+02
10,10,80,7.650899e+02
10,10,90,7.650853e+02
10,10,100,7.650844e+02
10,10,1,1.187290e+03
10,10,2,1.044657e+03
10,10,3,9.653414e+02
10,10,5,9.653414e+02
10,10,10,9.256575e+02
10,10,20,7.484947e+02
10,10,30,5.499451e+02
10,10,40,5.499451e+02
10,10,50,5.499450e+02
10,10,60,5.499450e+02
10,10,70,5.499450e+02
10,10,80,5.499450e+02
10,10,90,5.499450e+02
10,10,100,5.499450e+02
10,10,1,1.146008e+03
10,10,2,8.070663e+02
10,10,3,7.848504e+02
10,10,5,7.848504e+02
10,10,10,7.634351e+02
10,10,20,7.303826e+02
10,10,30,7.207809e+02
10,10,40,7.007480e+02
10,10,50,6.840075e+02
10,10,60,6.818554e+02
10,10,70,6.791904e+02
10,10,80,6.778272e+02
10,10,90,6.744515e+02
10,10,100,6.744515e+02
10,10,1,1.010863e+03
10,10,2,7.893413e+02
10,10,3,7.892001e+02
10,10,5,7.892001e+02
10,10,10,7.430228e+02
10,10,20,4.347172e+02
10,10,30,2.693516e+02
10,10,40,1.550640e+02
10,10,50,1.550640e+02
10,10,60,1.550640e+02
10,10,70,1.550640e+02
10,10,80,1.550640e+02
10,10,90,1.550640e+02
10,10,100,1.550640e+02
10,10,1,1.365357e+03
10,10,2,1.203262e+03
10,10,3,1.131343e+03
10,10,5,1.131343e+03
10,10,10,8.715488e+02
10,10,20,4.213125e+02
10,10,30,4.213125e+02
10,10,40,4.213125e+02
10,10,50,4.213125e+02
10,10,60,4.213125e+02
10,10,70,4.213125e+02
10,10,80,4.213125e+02
10,10,90,4.213125e+02
10,10,100,4.213125e+02
10,10,1,1.227523e+03
10,10,2,1.212117e+03
10,10,3,1.211942e+03
10,10,5,9.700426e+02
10,10,10,9.700426e+02
10,10,20,9.631367e+02
10,10,30,9.621757e+02
10,10,40,9.011833e+02
10,10,50,6.673864e+02
10,10,60,5.206869e+02
10,10,70,5.206869e+02
10,10,80,5.206869e+02
10,10,90,5.201048e+02
10,10,100,5.145980e+02
10,10,1,1.709954e+03
10,10,2,1.321779e+03
10,10,3,1.321158e+03
10,10,5,1.321158e+03
10,10,10,1.131991e+03
10,10,20,6.866655e+02
10,10,30,6.866655e+02
10,10,40,6.866655e+02
10,10,50,6.866655e+02
10,10,60,6.866655e+02
10,10,70,6.866655e+02
10,10,80,6.866655e+02
10,10,90,6.866655e+02
10,10,100,6.866655e+02
10,10,1,1.123402e+03
10,10,2,9.308252e+02
10,10,3,9.244874e+02
10,10,5,9.244874e+02
10,10,10,8.507992e+02
10,10,20,8.434204e+02
10,10,30,8.434204e+02
10,10,40,8.434204e+02
10,10,50,8.434204e+02
10,10,60,8.434204e+02
10,10,70,7.202148e+02
10,10,80,6.613187e+02
10,10,90,6.579117e+02
10,10,100,6.571766e+02
10,10,1,8.386163e+02
10,10,2,7.513588e+02
10,10,3,7.116414e+02
10,10,5,7.116414e+02
10,10,10,6.952907e+02
10,10,20,6.567410e+02
10,10,30,5.416901e+02
10,10,40,4.762517e+02
10,10,50,3.935455e+02
10,10,60,3.828020e+02
10,10,70,3.778728e+02
10,10,80,3.760936e+02
10,10,90,3.727678e+02
10,10,100,3.691319e+02
10,10,1,1.598609e+03
10,10,2,1.566772e+03
10,10,3,1.563327e+03
10,10,5,1.563327e+03
10,10,10,1.342375e+03
10,10,20,1.315518e+03
10,10,30,1.019557e+03
10,10,40,1.019536e+03
10,10,50,1.019536e+03
10,10,60,1.019536e+03
10,10,70,1.019536e+03
10,10,80,1.019536e+03
10,10,90,1.019536e+03
10,10,100,1.019536e+03
